Symbol,Name
IAS,Integral Ad Science Holding Corp. Common Stock
IBA,Industrias Bachoco S.A.B. de C.V. Common Stock
IBCP,Independent Bank Corporation Common Stock
IBER,Ibere Pharmaceuticals Class A Ordinary Shares
IBEX,IBEX Limited Common Shares
IBIO,iBio Inc. Common Stock
IBKR,Interactive Brokers Group Inc. Class A Common Stock
IBM,International Business Machines Corporation Common Stock
IBN,ICICI Bank Limited Common Stock
IBOC,International Bancshares Corporation Common Stock
IBP,Installed Building Products Inc. Common Stock
IBRX,ImmunityBio Inc. Common Stock
IBTX,Independent Bank Group Inc Common Stock
ICAD,iCAD Inc. Common Stock
ICCC,ImmuCell Corporation Common Stock
ICCH,ICC Holdings Inc. Common Stock
ICCM,IceCure Medical Ltd. Ordinary Shares
ICD,Independence Contract Drilling Inc. Common Stock
ICE,Intercontinental Exchange Inc. Common Stock
ICFI,ICF International Inc. Common Stock
ICHR,Ichor Holdings Ordinary Shares
ICL,ICL Group Ltd. Ordinary Shares
ICLK,iClick Interactive Asia Group Limited American Depositary Shares
ICLR,ICON plc Ordinary Shares
ICMB,Investcorp Credit Management BDC Inc. Common Stock
ICNC,Iconic Sports Acquisition Corp. Class A Ordinary Shares
ICPT,Intercept Pharmaceuticals Inc. Common Stock
ICR^A,InPoint Commercial Real Estate Income Inc. 6.75% Series A Cumulative Redeemable Preferred Stock
ICUI,ICU Medical Inc. Common Stock
ICVX,Icosavax Inc. Common Stock
ID,PARTS iD Inc. Class A Common Stock
IDA,IDACORP Inc. Common Stock
IDAI,T Stamp Inc. Class A Common Stock
IDBA,IDEX Biometrics ASA American Depositary Shares
IDCC,InterDigital Inc. Common Stock
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest
IDEX,Ideanomics Inc. Common Stock
IDN,Intellicheck Inc. Common Stock
IDRA,Idera Pharmaceuticals Inc. Common Stock
IDT,IDT Corporation Class B Common Stock
IDW,IDW Media Holdings Class B Common Stock
IDXX,IDEXX Laboratories Inc. Common Stock
IDYA,IDEAYA Biosciences Inc. Common Stock
IEA,Infrastructure and Energy Alternatives Inc. Common Stock
IEAWW,Infrastructure and Energy Alternatives Inc. Warrant
IEP,Icahn Enterprises L.P. Common Stock
IESC,IES Holdings Inc. Common Stock
IEX,IDEX Corporation Common Stock
IFBD,Infobird Co. Ltd Ordinary Shares
IFF,International Flavors & Fragrances Inc. Common Stock
IFIN,InFinT Acquisition Corporation Class A Ordinary Shares
IFN,India Fund Inc. (The) Common Stock
IFRX,InflaRx N.V. Common Stock
IFS,Intercorp Financial Services Inc. Common Shares
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest
IGAC,IG Acquisition Corp. Class A Common Stock
IGACU,IG Acquisition Corp. Unit
IGACW,IG Acquisition Corp. Warrant
IGAP,Integrity Applications Inc. Common Stock
IGC,India Globalization Capital Inc. Common Stock
IGD,Voya Global Equity Dividend and Premium Opportunity Fund
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock
IGIC,International General Insurance Holdings Ltd. Ordinary Share
IGMS,IGM Biosciences Inc. Common Stock
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest
IGT,International Game Technology Ordinary Shares
IGTA,Inception Growth Acquisition Limited Common Stock
IGTAR,Inception Growth Acquisition Limited Rights
IGTAW,Inception Growth Acquisition Limited Warrants
IH,iHuman Inc. American depositary shares each representing five Class A ordinary shares
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)
IHIT,Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest
IHRT,iHeartMedia Inc. Class A Common Stock
IHS,IHS Holding Limited Ordinary Shares
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest
IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share
IIF,Morgan Stanley India Investment Fund Inc. Common Stock
III,Information Services Group Inc. Information Services Group Inc. Common Stock
IIII,INSU Acquisition Corp. III Class A Common Stock
IIIIU,INSU Acquisition Corp. III Unit
IIIIW,INSU Acquisition Corp. III Warrant
IIIN,Insteel Industries Inc. Common Stock
IIIV,i3 Verticals Inc. Class A Common Stock
IIM,Invesco Value Municipal Income Trust Common Stock
IIN,Intricon Corporation Common Stock
IINN,Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares
IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant
IIPR,Innovative Industrial Properties Inc. Common Stock
IIPR^A,Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock
IIVI,II-VI Incorporated Common Stock
IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock
IKNA,Ikena Oncology Inc. Common Stock
IKT,Inhibikase Therapeutics Inc. Common Stock
ILMN,Illumina Inc. Common Stock
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest
IMAB,I-MAB American Depositary Shares
IMAC,IMAC Holdings Inc. Common Stock
IMAQ,International Media Acquisition Corp. Class A Common Stock
IMAQR,International Media Acquisition Corp. Rights
IMAQU,International Media Acquisition Corp. Unit
IMAQW,International Media Acquisition Corp. Warrants
IMAX,Imax Corporation Common Stock
IMBI,iMedia Brands Inc. Class A Common Stock
IMBIL,iMedia Brands Inc. 8.5% Senior Notes Due 2026
IMCC,IM Cannabis Corp. Common Shares
IMCR,Immunocore Holdings plc American Depositary Shares
IMGN,ImmunoGen Inc. Common Stock
IMGO,Imago BioSciences Inc. Common stock
IMH,Impac Mortgage Holdings Inc. Common Stock 
IMKTA,Ingles Markets Incorporated Class A Common Stock
IMMP,Immutep Limited American Depositary Shares
IMMR,Immersion Corporation Common Stock
IMMX,Immix Biopharma Inc. Common Stock
IMNM,Immunome Inc. Common Stock
IMO,Imperial Oil Limited Common Stock
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares
IMPL,Impel NeuroPharma Inc. Common Stock
IMPP,Imperial Petroleum Inc. Common Shares
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares
IMPX,AEA-Bridges Impact Corp. Class A Ordinary Shares
IMRA,IMARA Inc. Common Stock
IMRN,Immuron Limited American Depositary Shares
IMRNW,Immuron Limited Warrants
IMRX,Immuneering Corporation Class A Common Stock
IMTE,Integrated Media Technology Limited Ordinary Shares
IMTX,Immatics N.V. Ordinary Shares
IMTXW,Immatics N.V. Warrants
IMUX,Immunic Inc. Common Stock
IMV,IMV Inc. Common Shares
IMVT,Immunovant Inc. Common Stock
IMXI,International Money Express Inc. Common Stock
INAB,IN8bio Inc. Common Stock
INAQ,Insight Acquisition Corp. Class A Common Stock
INBK,First Internet Bancorp Common Stock
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029
INBX,Inhibrx Inc. Common Stock
INCR,Intercure Ltd. Ordinary Shares
INCY,Incyte Corp. Common Stock
INDB,Independent Bank Corp. Common Stock
INDI,indie Semiconductor Inc. Class A Common Stock
INDIW,indie Semiconductor Inc. Warrant
INDO,Indonesia Energy Corporation Limited Ordinary Shares
INDP,Indaptus Therapeutics Inc. Common Stock
INDT,INDUS Realty Trust Inc. (MD) Common Stock
INFA,Informatica Inc. Class A Common Stock
INFI,Infinity Pharmaceuticals Inc. Common Stock
INFN,Infinera Corporation Common Stock
INFU,InfuSystems Holdings Inc. Common Stock
INFY,Infosys Limited American Depositary Shares
ING,ING Group N.V. Common Stock
INGN,Inogen Inc Common Stock
INGR,Ingredion Incorporated Common Stock
INKA,KludeIn I Acquisition Corp. Class A Common Stock
INKAW,KludeIn I Acquisition Corp. Warrant
INKT,MiNK Therapeutics Inc. Common Stock
INM,InMed Pharmaceuticals Inc. Common Shares
INMB,INmune Bio Inc. Common stock
INMD,InMode Ltd. Ordinary Shares
INN,Summit Hotel Properties Inc. Common Stock
INN^E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock
INN^F,Summit Hotel Properties Inc. 5.875% Series F Cumulative Redeemable Preferred Stock $0.01 par value per share
INNV,InnovAge Holding Corp. Common Stock
INO,Inovio Pharmaceuticals Inc. Common Stock
INOD,Innodata Inc. Common Stock
INPX,Inpixon Common Stock
INSE,Inspired Entertainment Inc. Common Stock
INSG,Inseego Corp. Common Stock
INSI,Insight Select Income Fund
INSM,Insmed Inc. Common Stock
INSP,Inspire Medical Systems Inc. Common Stock
INST,Instructure Holdings Inc. Common Stock
INSW,International Seaways Inc. Common Stock 
INT,World Fuel Services Corporation Common Stock
INTA,Intapp Inc. Common Stock
INTC,Intel Corporation Common Stock
INTE,Integral Acquisition Corporation 1 Class A Common Stock
INTEU,Integral Acquisition Corporation 1 Unit
INTEW,Integral Acquisition Corporation 1 Warrants
INTG,Intergroup Corporation (The) Common Stock
INTT,inTest Corporation Common Stock
INTU,Intuit Inc. Common Stock
INTZ,Intrusion Inc. Common Stock
INUV,Inuvo Inc.
INVA,Innoviva Inc. Common Stock
INVE,Identiv Inc. Common Stock
INVH,Invitation Homes Inc. Common Stock
INVO,INVO BioScience Inc. Common Stock
INVZ,Innoviz Technologies Ltd. Ordinary shares
INVZW,Innoviz Technologies Ltd. Warrant
INZY,Inozyme Pharma Inc. Common Stock
IO,Ion Geophysical Corporation Common Stock
IOAC,Innovative International Acquisition Corp. Class A Ordinary Shares
IOACU,Innovative International Acquisition Corp. Unit
IOACW,Innovative International Acquisition Corp. Warrants
IOBT,IO Biotech Inc. Common Stock
IONM,Assure Holdings Corp. Common Stock
IONQ,IonQ Inc. Common Stock
IONS,Ionis Pharmaceuticals Inc. Common Stock
IOR,Income Opportunity Realty Investors Inc. Common Stock
IOSP,Innospec Inc. Common Stock
IOT,Samsara Inc. Class A Common Stock
IOVA,Iovance Biotherapeutics Inc. Common Stock
IP,International Paper Company Common Stock
IPA,ImmunoPrecise Antibodies Ltd. Common Stock
IPAR,Inter Parfums Inc. Common Stock
IPAX,Inflection Point Acquisition Corp. Class A Ordinary Share
IPAXW,Inflection Point Acquisition Corp. Warrants
IPDN,Professional Diversity Network Inc. Common Stock
IPG,Interpublic Group of Companies Inc. (The) Common Stock
IPGP,IPG Photonics Corporation Common Stock
IPHA,Innate Pharma S.A. ADS
IPI,Intrepid Potash Inc Common Stock
IPOD,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares
IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares
IPSC,Century Therapeutics Inc. Common Stock
IPVA,InterPrivate II Acquisition Corp. Class A Common Stock
IPVF,InterPrivate III Financial Partners Inc. Class A Common Stock
IPVI,InterPrivate IV InfraTech Partners Inc. Class A Common Stock
IPVIU,InterPrivate IV InfraTech Partners Inc. Units
IPW,iPower Inc. Common Stock
IPWR,Ideal Power Inc. Common Stock
IQ,iQIYI Inc. American Depositary Shares
IQI,Invesco Quality Municipal Income Trust Common Stock
IQMD,Intelligent Medicine Acquisition Corp. Class A Common Stock
IQMDU,Intelligent Medicine Acquisition Corp. Unit
IQMDW,Intelligent Medicine Acquisition Corp. Warrant
IQV,IQVIA Holdings Inc. Common Stock
IR,Ingersoll Rand Inc. Common Stock
IRBT,iRobot Corporation Common Stock
IRCP,IRSA Propiedades Comerciales S.A. American Depositary Shares
IRDM,Iridium Communications Inc Common Stock
IREN,Iris Energy Limited Ordinary Shares
IRIX,IRIDEX Corporation Common Stock
IRL,New Ireland Fund Inc (The) Common Stock
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT
IRMD,iRadimed Corporation Common Stock
IRNT,IronNet Inc. Common Stock
IROQ,IF Bancorp Inc. Common Stock
IRRX,Integrated Rail and Resources Acquisition Corp. Class A Common Stock
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock
IRT,Independence Realty Trust Inc. Common Stock
IRTC,iRhythm Technologies Inc. Common Stock
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock
IS,ironSource Ltd. Class A Ordinary Shares
ISAA,Iron Spark I Inc. Class A Common Stock
ISBC,Investors Bancorp Inc. Common Stock
ISD,PGIM High Yield Bond Fund Inc.
ISDR,Issuer Direct Corporation Common Stock
ISEE,IVERIC bio Inc. Common Stock
ISIG,Insignia Systems Inc. Common Stock
ISLE,Isleworth Healthcare Acquisition Corporation Common stock
ISLEW,Isleworth Healthcare Acquisition Corporation Warrant
ISO,IsoPlexis Corporation Common Stock
ISPC,iSpecimen Inc. Common Stock
ISPO,Inspirato Incorporated Class A Common Stock
ISPOW,Inspirato Incorporated Warrant
ISR,IsoRay Inc. Common Stock (DE)
ISRG,Intuitive Surgical Inc. Common Stock
ISSC,Innovative Solutions and Support Inc. Common Stock
ISTR,Investar Holding Corporation Common Stock
ISUN,iSun Inc. Common Stock
IT,Gartner Inc. Common Stock
ITAQ,Industrial Tech Acquisitions II Inc. Class A Common Stock
ITAQU,Industrial Tech Acquisitions II Inc. Unit
ITAQW,Industrial Tech Acquisitions II Inc. Warrants
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value)
ITCI,Intra-Cellular Therapies Inc. Common Stock
ITGR,Integer Holdings Corporation Common Stock
ITHX,ITHAX Acquisition Corp. Class A Ordinary Shares
ITHXU,ITHAX Acquisition Corp. Unit
ITHXW,ITHAX Acquisition Corp. Warrant
ITI,Iteris Inc. Common Stock
ITIC,Investors Title Company Common Stock
ITOS,iTeos Therapeutics Inc. Common Stock
ITP,IT Tech Packaging Inc. Common Stock
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares
ITQRU,Itiquira Acquisition Corp. Unit
ITQRW,Itiquira Acquisition Corp. Warrant
ITRG,Integra Resources Corp. Common Shares
ITRI,Itron Inc. Common Stock
ITRM,Iterum Therapeutics plc Ordinary Share
ITRN,Ituran Location and Control Ltd. Ordinary Shares
ITT,ITT Inc. Common Stock 
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)
ITW,Illinois Tool Works Inc. Common Stock
IVA,Inventiva S.A. American Depository Shares
IVAC,Intevac Inc. Common Stock
IVC,Invacare Corporation Common Stock
IVCB,Investcorp Europe Acquisition Corp I Class A Ordinary Shares
IVCBU,Investcorp Europe Acquisition Corp I Unit
IVCBW,Investcorp Europe Acquisition Corp I Warrant
IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share
IVCPU,Swiftmerge Acquisition Corp. Unit
IVCPW,Swiftmerge Acquisition Corp. Warrants
IVH,Delaware Ivy High Income Opportunities Fund
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share
IVT,InvenTrust Properties Corp. Common Stock
IVZ,Invesco Ltd Common Stock
IX,Orix Corp Ads Common Stock
IXAQ,IX Acquisition Corp. Class A Ordinary Share
IXAQW,IX Acquisition Corp. Warrant
IXHL,Incannex Healthcare Limited American Depositary Shares
IZEA,IZEA Worldwide Inc. Common Stock
J,Jacobs Engineering Group Inc. Common Stock
JACK,Jack In The Box Inc. Common Stock
JAGX,Jaguar Health Inc. Common Stock
JAKK,JAKKS Pacific Inc. Common Stock
JAMF,Jamf Holding Corp. Common Stock
JAN,JanOne Inc. Common Stock (NV)
JANX,Janux Therapeutics Inc. Common Stock
JAQC,Jupiter Acquisition Corporation Common stock
JAQCW,Jupiter Acquisition Corporation Warrants
JATT,JATT Acquisition Corp Class A Ordinary Shares
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland)
JBGS,JBG SMITH Properties Common Shares 
JBHT,J.B. Hunt Transport Services Inc. Common Stock
JBI,Janus International Group Inc. Common Stock
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I
JBL,Jabil Inc. Common Stock
JBLU,JetBlue Airways Corporation Common Stock
JBSS,John B. Sanfilippo & Son Inc. Common Stock
JBT,John Bean Technologies Corporation Common Stock
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest
JCI,Johnson Controls International plc Ordinary Share
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares
JCICU,Jack Creek Investment Corp. Units
JCICW,Jack Creek Investment Corp. Warrants
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest
JCS,Communications Systems Inc. Common Stock
JCTCF,Jewett-Cameron Trading Company Common Shares
JD,JD.com Inc. American Depositary Shares
JEF,Jefferies Financial Group Inc. Common Stock
JELD,JELD-WEN Holding Inc. Common Stock
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share
JEQ,Aberdeen Japan Equity Fund Inc.  Common Stock
JFIN,Jiayin Group Inc. American Depositary Shares
JFR,Nuveen Floating Rate Income Fund Common Stock
JFU,9F Inc. American Depositary Shares
JG,Aurora Mobile Limited American Depositary Shares
JGGCU,Jaguar Global Growth Corporation I Unit
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest
JHAA,Nuveen Corporate Income 2023 Target Term Fund
JHG,Janus Henderson Group plc Ordinary Shares
JHI,John Hancock Investors Trust Common Stock
JHS,John Hancock Income Securities Trust Common Stock
JHX,James Hardie Industries plc American Depositary Shares (Ireland)
JILL,J. Jill Inc. Common Stock
JJSF,J & J Snack Foods Corp. Common Stock
JKHY,Jack Henry & Associates Inc. Common Stock
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)
JLL,Jones Lang LaSalle Incorporated Common Stock
JLS,Nuveen Mortgage and Income Fund
JMACU,Maxpro Capital Acquisition Corp. Units
JMACW,Maxpro Capital Acquisition Corp. Warrants
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares
JMM,Nuveen Multi-Market Income Fund (MA)
JNCE,Jounce Therapeutics Inc. Common Stock
JNJ,Johnson & Johnson Common Stock
JNPR,Juniper Networks Inc. Common Stock
JOAN,JOANN Inc. Common Stock
JOB,GEE Group Inc. Common Stock
JOBS,51job Inc. American Depositary Shares
JOBY,Joby Aviation Inc. Common Stock
JOE,St. Joe Company (The) Common Stock
JOF,Japan Smaller Capitalization Fund Inc Common Stock
JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock
JOFFU,JOFF Fintech Acquisition Corp. Unit
JOFFW,JOFF Fintech Acquisition Corp. Warrant
JOUT,Johnson Outdoors Inc. Class A Common Stock
JP,Jupai Holdings Limited American Depositary Shares each representing six ordinary shares
JPC,Nuveen Preferred & Income Opportunities Fund
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest
JPM,JP Morgan Chase & Co. Common Stock
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ
JPM^L,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL
JPM^M,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock Series MM
JPS,Nuveen Preferred & Income Securities Fund
JPT,Nuveen Preferred and Income Fund Common Shares of Beneficial Interest
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest
JRSH,Jerash Holdings (US) Inc. Common Stock
JRVR,James River Group Holdings Ltd. Common Shares
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest
JSM,Navient Corporation 6% Senior Notes due December 15 2043
JSPR,Jasper Therapeutics Inc. Common Stock
JT,Jianpu Technology Inc. American depositary shares
JUGG,Jaws Juggernaut Acquisition Corporation Class A Ordinary Share
JUGGU,Jaws Juggernaut Acquisition Corporation Unit
JUGGW,Jaws Juggernaut Acquisition Corporation Warrant
JUN,Juniper II Corp. Class A Common Stock
JUPW,Jupiter Wellness Inc. Common Stock
JUPWW,Jupiter Wellness Inc. Warrant
JVA,Coffee Holding Co. Inc. Common Stock
JW/A,John Wiley & Sons Inc.
JW/B,John Wiley & Sons Inc.
JWAC,Jupiter Wellness Acquisition Corp. Class A Common Stock
JWEL,Jowell Global Ltd. Ordinary Shares
JWN,Nordstrom Inc. Common Stock
JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares
JXN,Jackson Financial Inc. Class A Common Stock 
JYAC,Jiya Acquisition Corp. Class A Common Stock
JYNT,The Joint Corp. Common Stock
JZXN,Jiuzi Holdings Inc. Ordinary Shares
K,Kellogg Company Common Stock
KACL,Kairous Acquisition Corp. Limited Ordinary Shares
KACLR,Kairous Acquisition Corp. Limited Rights
KACLU,Kairous Acquisition Corp. Limited Unit
KACLW,Kairous Acquisition Corp. Limited Warrants
KAHC,KKR Acquisition Holdings I Corp. Class A Common Stock
KAI,Kadant Inc Common Stock
KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares
KAIIU,Kismet Acquisition Two Corp. Unit
KAIIW,Kismet Acquisition Two Corp. Warrant
KAIR,Kairos Acquisition Corp. Class A Ordinary Shares
KAIRU,Kairos Acquisition Corp. Unit
KAIRW,Kairos Acquisition Corp. Warrant
KALA,Kala Pharmaceuticals Inc. Common Stock
KALU,Kaiser Aluminum Corporation Common Stock
KALV,KalVista Pharmaceuticals Inc. Common Stock
KAMN,Kaman Corporation Common Stock
KAR,KAR Auction Services Inc Common Stock
KARO,Karooooo Ltd. Ordinary Shares
KAVL,Kaival Brands Innovations Group Inc. Common Stock
KB,KB Financial Group Inc
KBAL,Kimball International Inc. Class B Common Stock
KBH,KB Home Common Stock
KBNT,Kubient Inc. Common Stock
KBNTW,Kubient Inc. Warrant
KBR,KBR Inc. Common Stock
KC,Kingsoft Cloud Holdings Limited American Depositary Shares
KCGI,Kensington Capital Acquisition Corp. V Class A Ordinary Shares
KD,Kyndryl Holdings Inc. Common Stock
KDNY,Chinook Therapeutics Inc. Common Stock
KDP,Keurig Dr Pepper Inc. Common Stock
KE,Kimball Electronics Inc. Common Stock
KELYA,Kelly Services Inc. Class A Common Stock
KELYB,Kelly Services Inc. Class B Common Stock
KEN,Kenon Holdings Ltd. Ordinary Shares
KEP,Korea Electric Power Corporation Common Stock
KEQU,Kewaunee Scientific Corporation Common Stock
KERN,Akerna Corp. Common Stock
KERNW,Akerna Corp Warrant
KEX,Kirby Corporation Common Stock
KEY,KeyCorp Common Stock
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G
KEYS,Keysight Technologies Inc. Common Stock
KF,Korea Fund Inc. (The) New Common Stock
KFFB,Kentucky First Federal Bancorp Common Stock
KFRC,Kforce Inc. Common Stock
KFS,Kingsway Financial Services Inc. Common Stock (DE)
KFY,Korn Ferry Common Stock
KGC,Kinross Gold Corporation Common Stock
KHC,The Kraft Heinz Company Common Stock
KIDS,OrthoPediatrics Corp. Common Stock
KIII,Kismet Acquisition Three Corp. Class A Ordinary Shares
KIIIU,Kismet Acquisition Three Corp. Unit
KIIIW,Kismet Acquisition Three Corp. Warrant
KIM,Kimco Realty Corporation Common Stock
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share
KIND,Nextdoor Holdings Inc. Class A Common Stock
KINS,Kingstone Companies Inc. Common Stock
KINZ,KINS Technology Group Inc. Class A Common Stock
KINZU,KINS Technology Group Inc. Unit
KINZW,KINS Technology Group Inc. Warrant
KIO,KKR Income Opportunities Fund Common Shares
KIQ,Kelso Technologies Inc Ordinary Shares
KIRK,Kirkland's Inc. COMMONSTOCK
KKR,KKR & Co. Inc. Common Stock
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061
KLAC,KLA Corporation Common Stock
KLAQ,KL Acquisition Corp Class A Common Stock
KLAQW,KL Acquisition Corp Warrant
KLDO,Kaleido Biosciences Inc. Common Stock
KLIC,Kulicke and Soffa Industries Inc. Common Stock
KLR,Kaleyra Inc. Common Stock
KLTR,Kaltura Inc. Common Stock
KLXE,KLX Energy Services Holdings Inc. Common Stock
KMB,Kimberly-Clark Corporation Common Stock
KMDA,Kamada Ltd. Ordinary Shares
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.
KMI,Kinder Morgan Inc. Common Stock
KMPH,KemPharm Inc. Common Stock
KMPR,Kemper Corporation
KMT,Kennametal Inc. Common Stock
KMX,CarMax Inc
KN,Knowles Corporation Common Stock
KNBE,KnowBe4 Inc. Class A Common Stock
KNDI,Kandi Technologies Group Inc Common Stock
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock
KNSL,Kinsale Capital Group Inc. Common Stock
KNTE,Kinnate Biopharma Inc. Common Stock
KNTK,Kinetik Holdings Inc. Class A Common Stock
KNX,Knight-Swift Transportation Holdings Inc.
KO,Coca-Cola Company (The) Common Stock
KOD,Kodiak Sciences Inc Common Stock
KODK,Eastman Kodak Company Common New
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock
KOPN,Kopin Corporation Common Stock
KORE,KORE Group Holdings Inc. Common Stock
KOS,Kosmos Energy Ltd. Common Shares (DE)
KOSS,Koss Corporation Common Stock
KPLT,Katapult Holdings Inc. Common Stock
KPLTW,Katapult Holdings Inc. Warrant
KPRX,Kiora Pharmaceuticals Inc.  Common Stock
KPTI,Karyopharm Therapeutics Inc. Common Stock
KR,Kroger Company (The) Common Stock
KRA,Kraton Corporation Common Stock
KRBP,Kiromic BioPharma Inc. Common Stock
KRC,Kilroy Realty Corporation Common Stock
KREF,KKR Real Estate Finance Trust Inc. Common Stock
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock
KRG,Kite Realty Group Trust Common Stock
KRKR,36Kr Holdings Inc. American Depositary Shares
KRMD,Repro Med Systems Inc. Common Stock
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares
KRNLU,Kernel Group Holdings Inc. Units
KRNLW,Kernel Group Holdings Inc. Warrants
KRNT,Kornit Digital Ltd. Ordinary Shares
KRNY,Kearny Financial Corp Common Stock
KRO,Kronos Worldwide Inc Common Stock
KRON,Kronos Bio Inc. Common Stock
KROS,Keros Therapeutics Inc. Common Stock
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests
